group,trade_count,win_rate,loss_rate,avg_pnl_abs,median_pnl_abs,avg_pnl_pct,median_pnl_pct,avg_bars_held,median_bars_held,avg_hold_hours,avg_underwater_hours,median_underwater_hours,avg_underwater_ratio,avg_max_consecutive_underwater_hours,avg_max_adverse_pct,median_max_adverse_pct,avg_max_favorable_pct,median_max_favorable_pct,first_move_adverse_rate,first_move_favorable_rate,material_adverse_0p5_rate,material_favorable_0p5_rate,avg_minutes_to_max_adverse,avg_minutes_to_max_favorable,side,entry_id,level_snapshot,exit_reason
,5,0.0,1.0,-58.93738513565707,-41.15427710356172,-1.1757498573289982,-0.8167524673239779,15.2,17.0,3.8,3.3,3.5,0.867563025210084,2.95,1.6359903509532407,1.4066130683875502,0.3149971456935336,0.3307106073319501,0.0,0.0,1.0,0.0,216.0,39.0,,,,OutsideStop Short3
,4,0.0,1.0,-175.65618395471893,-104.08385043447558,-1.5480212295120617,-0.7135559929451862,144.5,136.0,36.125,12.875,11.25,0.3783088235294118,9.375,2.8040698337679717,2.6228494459224803,3.5734256046261916,2.1022760599468424,0.0,0.0,0.75,1.0,1211.25,543.75,,,,Reverse Stop
,9,1.0,0.0,764.30876800974,559.3955257724718,6.5529107849553805,5.187767707984858,167.66666666666666,160.0,41.916666666666664,5.861111111111112,3.5,0.15193960605598297,4.111111111111111,2.67676627425214,1.878446586409628,7.375919140243844,5.772434112649765,0.1111111111111111,0.0,0.8888888888888888,1.0,73.33333333333333,2020.0,,,,Reverse TP Channel
,8,0.875,0.125,281.7069482919978,62.08297526501636,2.4807347638744233,0.4982146488365258,4.75,1.5,1.1875,0.09375,0.0,0.22916666666666666,0.09375,0.4612673799027461,0.3926889796015042,3.1828302857965194,0.7806569878186356,0.0,0.0,0.25,0.75,15.0,71.25,,,,Reverse to RevLong
,8,0.875,0.125,105.02198310661652,58.53003681214278,1.0049140706996669,0.5626268384404165,3.625,1.0,0.90625,0.34375,0.0,0.1375,0.25,0.43817096937490047,0.42092037691396944,1.2598855882617137,0.7757668818483754,0.0,0.0,0.5,0.75,18.75,54.375,,,,Reverse to RevShort
,28,1.0,0.0,74.98447943081798,75.54428704295091,4.415463013480312,4.306527388353166,142.60714285714286,102.5,35.65178571428571,1.3839285714285716,0.375,0.052677613512851044,0.9375,0.5483049495976307,0.40724605242049583,4.67725894532011,4.47318658537046,0.0,0.0,0.42857142857142855,1.0,113.57142857142857,2052.8571428571427,,,,TP L1
,9,1.0,0.0,454.33159802776674,474.26288578413664,9.318298171038718,8.430955585062394,454.8888888888889,271.0,113.72222222222221,2.805555555555556,0.25,0.06658684295990246,2.111111111111111,0.7351132050340693,0.41866668746119284,9.53093440039679,8.590531403402789,0.0,0.0,0.4444444444444444,1.0,175.0,6821.666666666667,,,,TP L2
,1,1.0,0.0,588.1394159675699,588.1394159675699,8.09970262959878,8.09970262959878,145.0,145.0,36.25,9.0,9.0,0.2482758620689655,5.75,1.3704725249913792,1.3704725249913792,8.312486480115524,8.312486480115524,0.0,0.0,1.0,1.0,525.0,2175.0,,,,TP L3
,33,1.0,0.0,79.0175776224662,74.73368178302644,4.227757508447161,4.170078969113544,117.6969696969697,89.0,29.424242424242426,2.053030303030303,0.25,0.08693714503238903,1.8106060606060608,0.4875608514076535,0.2349879850776019,4.266636092094432,4.102410478935654,0.06060606060606061,0.0,0.24242424242424243,1.0,92.72727272727273,1762.2727272727273,,,,TP S1
,5,1.0,0.0,290.683520382542,298.92395757954887,5.672932308833145,5.799408007467055,133.6,124.0,33.4,4.15,0.5,0.13066100192278907,3.6,0.7156713945488586,0.5729601726815049,5.660863026294768,5.702556242458914,0.2,0.0,0.6,1.0,78.0,2004.0,,,,TP S2
,2,1.0,0.0,280.16198235770105,280.16198235770105,5.510725093882918,5.510725093882918,132.0,132.0,33.0,0.375,0.375,0.012711864406779662,0.25,0.39736447738018876,0.39736447738018876,5.361421210612027,5.361421210612027,0.0,0.0,0.5,1.0,22.5,1980.0,,,,TP S3
,1,0.0,1.0,-1.6212789629916486,-1.6212789629916486,-0.1530833736539172,-0.1530833736539172,210.0,210.0,52.5,1.0,1.0,0.01904761904761905,0.75,0.7826729510387688,0.7826729510387688,4.898579690517379,4.898579690517379,1.0,0.0,1.0,1.0,3150.0,1110.0,,,,TimeStop L1
,1,0.0,1.0,-2.555722154545747,-2.555722154545747,-0.1476332041258854,-0.1476332041258854,233.0,233.0,58.25,5.25,5.25,0.09012875536480687,4.0,0.6143111056061985,0.6143111056061985,2.9099198170743956,2.9099198170743956,0.0,0.0,1.0,1.0,90.0,1095.0,,,,TimeStop S1
